date,doc_id,corporation,boss,law,action_cnt,rule_cnt
2015-10-16,府勞動字第10435967000,格林斐爾德國際洋行,古詩玄,22-2,1,1
2015-10-16,府勞動字第10437932300,卡多利行）,林麗花,24;30-5;36,1,3
2015-10-16,府勞動字第10435853700,中國信託商業銀行股份有限公司,童兆勤,32-2,1,1
2015-10-19,府勞動字第10436026500,台灣蓋璞有限公司,阿冰塔?薩伊德?麥裡克,32-2,1,1
2015-10-19,府勞動字第10436027600,伊髮造型名店),王錦麗,21-1,1,1
2015-10-19,府勞動字第10436731400,財團法人創世社會福利基金會,曹慶,24,1,1
2015-10-20,府勞動字第10435862200,好停企業有限公司,謝永松,30-5;30-1;23-2,1,3
2015-10-20,府勞動字第10435862300,富利食品股份有限公司,張樑,36;38,1,2
2015-10-20,府勞動字第10435860000,華泰商業銀行股份有限公司,林博義,24,1,1
2015-10-21,府勞動字第10436693900,大南汽車股份有限公司,黃奕炳,32-2,1,1
2015-10-21,府勞動字第10435967200,台灣租車股份有限公司,徐范煦敏,32-2,1,1
2015-10-21,府勞動字第10435968000,昕盛有限公司,陳曇慶,30-5,1,1
2015-10-21,府勞動字第10401298100,升暉派報社）,吳俊林,7;23-2;30-5,1,3
2015-10-21,府勞動字第10437948900,欣悅人力資源管理顧問股份有限公司,林苡婷,24,1,1
2015-10-21,府勞動字第10435967300,智慧平台科技股份有限公司,黃振祺,30-5,1,1
2015-10-21,府勞動字第10436698800,大眾商業銀行股份有限公司,陳建平,30-5,1,1
2015-10-21,府勞動字第10437962600,奧拉髮藝有限公司,林火土,24;30-5;30-1;21-1,1,4
2015-10-21,府勞動字第10436693800,星展(台灣)商業銀行股份有限公司,陳亮丞,24,1,1
2015-10-22,府勞動字第10435993400,國王寵物美容館),李銘鴻,30-1,1,1
2015-10-22,府勞動字第10436698900,臺北市私立聚賢文理短期補習班忠孝分班),郭鳳蘭,30-5,1,1
2015-10-22,府勞動字第10435989900,花仙子企業股份有限公司,蔡心心,22-2;24,1,2
2015-10-22,府勞動字第10435969300,香港商福斯國際電視網有限公司台灣分公司,馬賽娜,32-2,1,1
2015-10-22,府勞動字第10436699200,中華開發工業銀行股份有限公司,張家祝,24;32-2,1,2
2015-10-22,府勞動字第10436699100,永豐商業銀行股份有限公司,邱正雄,30-5;32-2;49-1,1,3
2015-10-22,府勞動字第10435595800,英屬曼島商肯諾有限公司台灣分公司,白安卓,30-5;70,1,2
2015-10-22,府勞動字第10435581200,宜春企業股份有限公司,吳廷財,30-5,1,1
2015-10-22,府勞動字第10436698600,養護型）】,鄭淑媛【即臺北市私立台大老人長期照顧中心,30-5;39,1,2
2015-10-23,府勞動字第10435595700,百特醫療產品股份有限公司,王明傑,30-5,1,1
2015-10-23,府勞動字第10435989800,醬子科技股份有限公司,莊煥榮,24,1,1
2015-10-23,府勞動字第10435593400,佳美貿易股份有限公司,許瑞麟,30-5,1,1
2015-10-23,府勞動字第10435992200,源益豐股份有限公司,簡榮祥,24;35,1,2
2015-10-23,府勞動字第10435991000,仁康醫院,康義勝,24;30-5,1,2
2015-10-23,府勞動字第10435585300,天廚菜館有限公司,陳虎符,30-1;36,1,2
2015-10-23,府勞動字第10435989400,寒舍餐旅管理顧問股份有限公司,蔡辰威,32-2,1,1
2015-10-23,府勞動字第10435581000,台灣可本哈根皇室股份有限公司,馬騰,32-1;70,1,2
2015-10-23,府勞動字第10435572200,嵥傑國際有限公司,趙慶論,30-5,1,1
2015-10-23,府勞動字第10435574400,禾圓行銷有限公司,黃文欣,22-2;30-5,1,2
2015-10-23,府勞動字第10435566600,維那斯有限公司,王明欽,30-5,1,1
2015-10-23,府勞動字第10435563800,富日科技股份有限公司,郭耀文,30-5,1,1
2015-10-23,府勞動字第10436025500,荷商波士頓科技有限公司台灣分公司,渥馬克,30-5,1,1
2015-10-23,府勞動字第10435992500,達宙科技股份有限公司,李錫華,30-5,1,1
2015-10-23,府勞動字第10435581300,凱基證券股份有限公司,許道義,24;35,1,2
2015-10-23,府勞動字第10435990500,晉元診所),劉元第,30-5,1,1
2015-10-23,府勞動字第10436743300,施桂林〈即上群眼鏡行〉,施桂林,24;39,1,2
2015-10-23,府勞動字第10436024400,環北汽車有限公司,何業新,30-1,1,1
2015-09-29,府勞動字第10435022900,良品影印行),史聖煒 ,30-5,1,1
2015-09-30,府勞動字第10435041700,光輝生命醫學股份有限公司,李光輝,22-2,1,1
2015-09-30,府勞動字第10435044100,財團法人基督教以琳書房,黃聖志,24,1,1
2015-10-06,府勞動字第10435051700,復興航空運輸股份有限公司,林明昇,32-2,1,1
2015-10-06,府勞動字第10435052401,香港商東網有限公司,林紳旭,16-3;24;30-5;32-2;37,1,5
2015-10-07,府勞動字第10435066600,大雄國際室內裝修有限公司,林季雄,30-5,1,1
2015-10-08,府勞動字第10435063900,金良運通運有限公司,翁炳贊,30-5,1,1
2015-10-13,府勞動字第10436709700,全國公證檢驗股份有限公司,郭淳淳,32-2;36,1,2
2015-10-13,府勞動字第10435072800,珞馨國際貿易有限公司,王馨永,22-2,1,1
2015-10-14,府勞動字第10435841000,法婕緹國際股份有限公司,李珍妮,7-1;22-2;23-2;24,1,4
2015-10-15,府勞動字第10437911000,映像水族館),鍾雄欣,23-2;30-5,1,2
2015-10-16,府勞動字第10435854000,信榮海陸運輸股份有限公司,蘇信吉,22-2;23-1,1,2
2015-10-20,府勞動字第10437293900,巨笙保全股份有限公司,李進粟,32-2,1,1
2015-10-21,府勞動字第10436692500,臺北市私立良政文理短期補習班）,陳建勛,22-2,1,1
2015-02-13,府勞動字第10430088700號,天韻健康事業股份有限公司,劉得隆,23-1;30-5;74-2,1,3
2015-02-25,府勞動字第10338346800號,真食補生技有限公司,邱國政,16-3,1,1
2015-02-25,府勞動字第10430083500號,怡富融資股份有限公司,陳嘉明,24;39,1,2
2015-03-03,府勞動字第10430016800號,台灣高速鐵路股份有限公司,范志強,24;37,1,2
2015-03-03,府勞動字第10430019900號,芬芳專業美容坊,張秀英,24;39,1,2
2015-03-11,府勞動字第10338356000號,中華電視股份有限公司,邵玉銘,24;32-2,1,2
2015-03-16,府勞動字第10430037100號,莊文欽,莊文欽,591;592,1,2
2015-03-18,府勞動字第10338635500號,豪泰汽車客運股份有限公司,周文蘭,37,1,1
2015-03-23,府勞動字第10338812900號,宏華國際股份有限公司,吳政淦,22-2;24;32-2;39;50,1,5
2015-03-25,府勞動字第10338754000號,卓駿有限公司,楊永東,24;30-5,1,2
2015-04-20,府勞動字第10431157500號,超然鞋業有限公司,陳萬發,23-2;30-1;30-5,1,3
2015-05-15,府勞動字第10432149900號,戲智科技股份有限公司,徐三泰,28-2,1,1
2015-05-22,府勞動字第10432268300號,快航海運承攬運送有限公司,王萱,30-5,1,1
2015-08-26,府勞動字第10434784500號,芫茂國際實業有限公司,王邦鳳,22-2;30-5,1,2
2015-08-26,府勞動字第10435860900號,臺北市私立新民國民小學附設幼稚園,潘良惜,30-5,1,1
2015-08-27,府勞動字第10435556000號,英屬維京群島商李肇勳國際室內設計顧問股份有限公司台灣分公司,大衛貝普肯,70,1,1
2015-08-27,府勞動字第10435546800號,海霆股份有限公司,戴治中,70,1,1
2015-08-31,府勞動字第10436940600號,一之軒食品有限公司,廖明堅,70,1,1
2015-08-31,府勞動字第10434788000號,鈉叡股份有限公司,郭豪,32-2,1,1
2015-08-31,府勞動字第10434787800號,安杰國際保全股份有限公司,蔡欣怡,24,1,1
2015-09-01,府勞動字第10434792700號,辰淵企業股份有限公司,張瓊方,39;30-5,1,2
2015-09-01,府勞動字第10434792500號,台元小客車租賃有限公司,黃金榮,36,1,1
2015-09-02,府勞動字第10434964900號,智焰有限公司,楊智雄,30-1,1,1
2015-09-02,府勞動字第10434670900號,永誠諮詢顧問有限公司,張述?,38,1,1
2015-09-02,府勞動字第10434811800號,陳忠和(即臺北市私立恆愛老人養護所),陳忠和,39,1,1
2015-09-03,府勞動字第10434644000號,臺北醫學大學,閻雲,36;37,1,2
2015-09-04,府勞動字第10436726200號,開泰豐國際股份有限公司,林命群,30-5,1,1
2015-09-04,府勞動字第10437153400號,上誼文化實業股份有限公司,張杏如,70,1,1
2015-09-04,府勞動字第10434644100號,協成醫事放射所,林信雄,32-2;30-5,1,2
2015-09-04,府勞動字第10434966800號,管好吃便當店〉,徐莉萍,39,1,1
2015-09-07,府勞動字第10434670800號,台聯工程顧問股份有限公司,柯鎮洋,24,1,1
2015-09-07,府勞動字第10436746700號,六福開發股份有限公司,莊村徹,23-1,1,1
2015-09-07,府勞動字第10434812100號,四季甜煮食品有限公司,王碧珠,36;39,1,2
2015-09-07,府勞動字第10434823200號,,楊?泰,59-11;59-12,1,2
2015-09-07,府勞動字第10434644400號,娜拉典藏婚紗有限公司,梁世勳,22-2;24;37;38,1,4
2015-09-08,府勞動字第10434819200號,彥庭國際有限公司,黃彥嵐,22-2,1,1
2015-09-08,府勞動字第10435351700號,互盛股份有限公司,賀俊強,24,1,1
2015-09-09,府勞動字第10434964200號,棒活動藝文有限公司,派珊莎,24,1,1
2015-09-10,府勞動字第10436490100號,協成醫事放射所,林信雄,70,1,1
2015-09-10,府勞動字第10434978200號,鴻網科技股份有限公司,周仁清,24,1,1
2015-09-11,府勞動字第10434844000號,澳美客股份有限公司,孫大強,39,1,1
2015-09-11,府勞動字第10434978300號,台北富邦商業銀行股份有限公司,蔡明忠,50,1,1
2015-09-11,府勞動字第10434964400號,東京都保全股份有限公司,吉田裕幸,30-5;32-2;36,1,3
2015-09-14,府勞動字第10434967300號,萬濠企業有限公司,陳禮勇,22-2;30-5,1,2
2015-09-14,府勞動字第10437292800號,照華專利事務所）,黃志揚,24,1,1
2015-09-14,府勞動字第10437292900號,合和國際股份有限公司,李麗淑,22-2;32-1,1,2
2015-09-14,府勞動字第10438573600號,陳立教育事業股份有限公司,曾淑鈴,39,1,1
2015-09-14,府勞動字第10434973200號,富士達股份有限公司,井上治男,24,1,1
2015-09-14,府勞動字第10434973300號,采妍國際行銷股份有限公司,謝攸升,24;30-5,1,2
2015-09-15,府勞動字第10436403600號,新建人力資源股份有限公司,余紀仁,30-5,1,1
2015-09-15,府勞動字第10434978100號,大眾商業銀行股份有限公司,陳建平,24,1,1
2015-09-15,府勞動字第10434844300號,華鳳股份有限公司,盧錦川,24,1,1
2015-09-16,府勞動字第10435027400號,普威實業股份有限公司,,24,1,1
2015-09-18,府勞動字第10432995600號,友松娛樂股份有限公司,薛聖棻,70,1,1
2015-09-18,府勞動字第10435038100號,橘子磨坊數位創意溝通股份有限公司,沈志儒,24;30-5,1,2
2015-09-18,府勞動字第10435063700號,星聚點文創股份有限公司,威理投資股份有限公司,30-1;49-1;30-2,1,3
2015-09-18,府勞動字第10437250600號,艾絲資訊股份有限公司,謝銘元,70,1,1
2015-09-18,府勞動字第10434974400號,大洋通運有限公司,黃詩雅,30-5,1,1
2015-09-18,府勞動字第10434847500號,立保保全股份有限公司,高昌雄,32-2,1,1
2015-09-18,府勞動字第10434844100號,岱宇國際股份有限公司,林英俊,24;30-5,1,2
2015-09-21,府勞動字第10435853600號,芝憶珠寶有限公司,劉虹蘿,22-2;24;39,1,3
2015-09-21,府勞動字第10435017200號,台達電子工業股份有限公司,海英俊,24,1,1
2015-09-21,府勞動字第10435017100號,五都海外置業有限公司,張彥鈜,30-5,1,1
2015-09-21,府勞動字第10434998800號,香港商藍鐘商業有限公司台灣分公司,夏蔚理,24;37,1,2
2015-09-22,府勞動字第10435041600號,譯順企業有限公司,彭瑜惠,24;30-1,1,2
2015-09-22,府勞動字第10435010000號,星倫國際有限公司,蔡淑惠,22-2,1,1
2015-09-22,府勞動字第10435009700號,漢廷開發股份有限公司,李秋燕,23-1,1,1
2015-09-22,府勞動字第10434760800號,羅氏大藥廠股份有限公司,彭士佳,24;39,1,2
2015-09-22,府勞動字第10436698700號,中美實業有限公司,洪甚,30-5;38,1,2
2015-09-23,府勞動字第10401395200號,財團法人實踐大學,陳振貴,39,1,1
2015-09-25,府勞動字第10435860100號,高記食品有限公司,林美金,36;37,1,2
2015-09-25,府勞動字第10436834400號,美敦力醫療產品股份有限公司,李希烈,24;39,1,2
2015-09-25,府勞動字第10401410800號,意茂股份有限公司,郭紹華,70,1,1
2015-09-25,府勞動字第10436441500號,嘉洲汽車材料有限公司,周文欽,30-5,1,1
2015-09-25,府勞動字第10435016800號,小牛頓科學教育有限公司,李昭如,22-2,1,1
2015-09-25,府勞動字第10435022100號,帕諾斯國際食品有限公司,熊錦雯,23-1,1,1
2015-03-26,府勞動字第10430073400號,棉花田生機園地股份有限公司,路孔明,30-1;37,1,2
2015-03-06,府勞動字第10438355700號,家福股份有限公司,康柏德(Patrick GANAYE),24,1,1
2015-03-26,府勞動字第10433374400號,美倫興業有限公司,張有龍,30-5,1,1
2015-03-26,府勞動字第10430065900號,韓商淘氣貓股份有限公司,梁盛宇,30-1;30-5,1,2
2015-07-27,府勞動字第10433420900號,中興航空股份有限公司,楊壽芝,22-2,1,1
2015-07-28,府勞動字第10433429900號,保瑞藥業股份有限公司,盛保熙,30-5,1,1
2015-07-28,府勞動字第10434843100號,台北市私立聯合汽車駕駛人訓練班,李長蔚,30-5,1,1
2015-07-28,府勞動字第10401126100號,亞太電信股份有限公司,呂芳銘,30-5;32-2,1,2
2015-07-29,府勞動字第10434991300號,合和國際股份有限公司,李麗淑,70,1,1
2015-07-29,府勞動字第10434776700號,英屬維爾京群島商莎莎國際股份有限公司台北分公司,黃雅琳,24,1,1
2015-07-29,府勞動字第10433399800號,樺利綜合企業有限公司,王有財,30-5;32-2,1,2
2015-07-29,府勞動字第10434780700號,?得屋食品有限公司,陳美雲,21-1,1,1
2015-07-30,府勞動字第10434853900號,穴吹東海保全股份有限公司,新宮章弘,38,1,1
2015-07-30,府勞動字第10434851700號,日酩樓食品有限公司,叢銘宏,36,1,1
2015-07-30,府勞動字第10433395900號,中華賓士汽車股份有限公司,劉禹策,24,1,1
2015-07-30,府勞動字第10433383000號,寶寶咖啡廚房有限公司,林婷婷,30-1;30-5;37,1,3
2015-07-30,府勞動字第10436405800號,台北市私立美育音樂舞蹈短期補習班),曾琤,9-1;30-5,1,2
2015-07-30,府勞動字第10434743800號,沛妮女子美容院）,潘玉蒨,30-1;36,1,2
2015-07-30,府勞動字第10436400100號,炙氣小吃店),李亦勝,22-2,1,1
2015-08-03,府勞動字第10408207600號,林同棪工程顧問股份有限公司,戴忠,37,1,1
2015-08-03,府勞動字第10408207700號,中棪管理顧問股份有限公司,陳玉璋,37,1,1
2015-08-03,府勞動字第10435018300號,匯僑室內裝修設計有限公司,王秀卿,36,1,1
2015-08-03,府勞動字第10435018200號,第一商業銀行股份有限公司,蔡慶年,24;39,1,2
2015-08-03,府勞動字第10433421400號,潔之方服務事業股份有限公司,黃昭贊,22-2;39,1,2
2015-08-03,府勞動字第10435012000號,斐儷鑽坊有限公司,陳君毅,38,1,1
2015-08-03,府勞動字第10435019300號,澳亞數位媒體股份有限公司,來俊良,23-1;24,1,2
2015-08-03,府勞動字第10433436400號,亮相館影像文化股份有限公司,黃資敦,22-2,1,1
2015-08-03,府勞動字第10433394500號,凌志股份有限公司,黃國斌,7-2;23-2;30-5,1,3
2015-08-03,府勞動字第10433386700號,四知堂國際股份有限公司,陳超文,22-2;30-1;30-5;32-2;35;36,1,6
2015-08-04,府勞動字第10435025700號,英屬維京群島商富迪音訊科技股份有限公司臺灣分公司,林菁,30-5,1,1
2015-08-04,府勞動字第10433400900號,久輪車業有限公司,王麗美,38,1,1
2015-08-05,府勞動字第10433425900號,展群營造股份有限公司,楊永剛,24;32-2;34-1;36;38,1,5
2015-08-06,府勞動字第10433413600號,香港商世界健身事業有限公司,柯約翰,24,1,1
2015-08-07,府勞動字第10435033200號,何昇休閒開發股份有限公司,禹介民,32-2,1,1
2015-08-07,府勞動字第10435041300號,財團法人台北市中國基督教靈糧世界佈道會士林靈糧堂,許本爵,32-2,1,1
2015-08-10,府勞動字第10433150700號,永悅醫療儀器有限公司,劉牧君,22-2,1,1
2015-08-10,府勞動字第10433573000號,三商行股份有限公司,陳翔玢,30-1,1,1
2015-08-10,府勞動字第10435058300號,創業家兄弟股份有限公司,郭書齊,24,1,1
2015-08-10,府勞動字第10433424100號,三井工程股份有限公司,吳明輝,30-1;30-5,1,2
2015-08-10,府勞動字第10433573300號,以斯拉企業有限公司,黃正光,22-2;24;30-1;35;37;39,1,6
2015-08-10,府勞動字第10434671000號,好美時尚診所,樊曦野,30-5,1,1
2015-08-10,府勞動字第10434778300號,富華食品商行）,蔡碧琴,24,1,1
2015-08-11,府勞動字第10434966900號,昇顥工程有限公司,蘇怡安,30-5,1,1
2015-08-11,府勞動字第10433413800號,鑫集星傳播有限公司,姜玲,30-5;36,1,2
2015-08-12,府勞動字第10433421000號,中華寬鴻有限公司,陳郁涵,22-2;30-5;30-1;39;43,1,5
2015-08-14,府勞動字第10433575900號,藍天凱悅大廈管理委員會）,李逸詩,32-2,1,1
2015-08-14,府勞動字第10434964800,庫奧尼旅行社股份有限公司,李維斌,32-2,1,1
2015-08-14,府勞動字第10435050800號,橘點子股份有限公司,林健中,24,1,1
2015-08-17,府勞動字第10433573400號,美商英瑞其生技股份有限公司台灣分公司,宋美蒔,24,1,1
2015-08-17,府勞動字第10433573500號,閃銀有限公司,胡平洋,24;32-2,1,2
2015-08-17,府勞動字第10433437700號,日月亭有限公司,王麗梅,24;32-2;39,1,3
2015-08-17,府勞動字第10433575400號,英屬維京群島商李肇勳國際室內設計顧問股份有限公司台灣分公司,大衛貝普肯,24;32-1,1,2
2015-08-17,府勞動字第10433575600號,唯你攝影工作坊）,林春秀,30-1;32-2;36;37,1,4
2015-08-18,府勞動字第10432241100號,德明財經科技大學,徐守德,30-5,1,1
2015-08-18,府勞動字第10434812300號,巨熊國際有限公司,張世明,30-5,1,1
2015-08-18,府勞動字第10433884100號,友輔企業社）,洪偉盛,59-14,1,1
2015-08-18,府勞動字第10434767300號,財團法人銘傳大學,李銓,30-5,1,1
2015-08-18,府勞動字第10434772200號,及台北市私立華南汽車駕駛人訓練班）,邱偉賓,30-1,1,1
2015-08-19,府勞動字第10432241000號,巨龍保全股份有限公司,甘清池,24,1,1
2015-08-19,府勞動字第10434787600號,國立陽明大學,梁賡義,23-1,1,1
2015-08-19,府勞動字第10434784600號,阿波羅大廈管理委員會,孫雲鳳,7,1,1
2015-08-19,府勞動字第10434990700號,新光醫療財團法人新光吳火獅紀念醫院,侯勝茂,24,1,1
2015-08-20,府勞動字第10434568700號,淨妍生物科技股份有限公司,劉恩彰,70,1,1
2015-08-20,府勞動字第10436490000號,咖碼股份有限公司,許建珠,70,1,1
2015-08-21,府勞動字第10435840000號,夠麻吉股份有限公司,吳怡霖,24,1,1
2015-08-21,府勞動字第10434776600號,泰清企業股份有限公司,魏秀夫,38,1,1
2015-08-21,府勞動字第10434767200號,台灣聯通停車場開發股份有限公司,林文仁,24,1,1
2015-08-21,府勞動字第10434780400號,香港商港大有限公司台灣分公司,朱兆明,24;36;37,1,3
2015-08-21,府勞動字第10434780600號,雅光有限公司,廖全平,30-1,1,1
2015-08-21,府勞動字第10433575200號,食創稻庭國際股份有限公司,林文雄,39,1,1
2015-08-21,府勞動字第10435907900號,偉麗管理顧問股份有限公司,小竹由美子,24,1,1
2015-08-21,府勞動字第10435849200號,德嘉醫療器材科技股份有限公司,童小英,30-1,1,1
2015-08-21,府勞動字第10434781000號,項依有限公司,吳昭樺,22-2;24;32-1;32-2,1,4
2015-08-21,府勞動字第10434568900,蓬達貨運有限公司,邱登山,70,1,1
2015-08-21,府勞動字第10434569000,和昇休閒開發股份有限公司,禹介民,70,1,1
2015-08-24,府勞動字第10435908900號,三和汽車股份有限公司,宗成功,24;35;39,1,3
2015-08-24,府勞動字第10414046400號,合作金庫商業銀行股份有限公司,廖燦昌,24,1,1
2015-08-24,府勞動字第10435856200號,英屬維京群島商富董股份有限公司台灣分公司,劉美金,37;49-1,1,2
2015-08-24,府勞動字第10433574000號,築伸家具有限公司,黃麗雪,24,1,1
2015-08-24,府勞動字第10401250300,大都會汽車客運股份有限公司,惠肇洪,32-2,1,1
2015-08-24,府勞動字第10435856100號,優技企業有限公司,沈居萬,30-1,1,1
2015-08-24,府勞動字第10434767400號,及沅熹科技行）,吳書德,30-1,1,1
2015-08-24,府勞動字第10434784400號,慈星實業有限公司,呂淵霖,24,1,1
2015-08-25,府勞動字第10434569100號,安聯速運有限公司,秋月霞,70,1,1
2015-08-25,府勞動字第10434781400號,光寶科技股份有限公司,宋恭源,24;32-2,1,2
2015-08-25,府勞動字第10434780900號,惠明事業有限公司,楊玉杰,30-1,1,1
2014-12-10,府勞動字第10338200900號,燦坤實業股份有限公司,閻俊傑,24,1,1
2014-12-16,府勞動字第10337021700號,國立台灣大學生物資源暨農學院附設動物醫院,季昭華,24,1,1
2014-12-19,府勞動字第10337020900號,東森電視事業股份有限公司,范瑞穎,30-5,1,1
2014-12-22,府勞動字第10337740000號,嘉賀保全股份有限公司,李大明,23-2,1,1
2015-01-09,府勞動字第10337766900號,財團法人中央通訊社,陳國祥,9-1,1,1
2015-06-26,府勞動字第10433439500號,內湖伍角船板餐廳有限公司,謝麗香,30-1,1,1
2015-06-26,府勞動字第10432170900號,黛安芬國際股份有限公司,施安烈(Oliver M.Spiesshofer),30-1,1,1
2015-06-29,府勞動字第10433374400號,麥奇數位股份有限公司,楊正大,24,1,1
2015-06-29,府勞動字第10433408300號,信驛郵通有限公司,林姿伶,21-1,1,1
2015-06-29,府勞動字第10434208100號,伊林模特兒經紀股份有限公司,蔡紹中,70,1,1
2015-06-29,府勞動字第10433383200號,思慕昔餐飲有限公司,賴威光,22,1,1
2015-06-29,府勞動字第10433370800號,全菱電梯股份有限公司,田乾隆,30-5,1,1
2015-06-29,府勞動字第10434769500號,潤隆建設股份有限公司,蔡聰賓,37,1,1
2015-06-29,府勞動字第10432171300號,雅特美有限公司,白力夫,22-2,1,1
2015-06-30,府勞動字第10433040300號,安捷管理顧問股份有限公司,陳品?,37,1,1
2015-06-30,府勞動字第10433374600號,大新人力資源管理顧問有限公司,張添勇,39,1,1
2015-06-30,府勞動字第10432139800號,香港商聯寶電腦有限公司台灣分公司,王九鴻,70,1,1
2015-06-30,府勞動字第10433404000號,雄獅旅行社股份有限公司,王文傑,32-2,1,1
2015-06-30,府勞動字第10433404100號,良福保全股份有限公司,郭永宗,36,1,1
2015-06-30,府勞動字第10433041000號,法羅米國際開發有限公司,許馨予,36,1,1
2015-06-30,府勞動字第10433401100號,奧維多整合行銷股份有限公司,陳秀鳳,32-2,1,1
2015-06-30,府勞動字第10434766100號,台灣科德寶寶翎不織布股份有限公司,胡禮德,24,1,1
2015-06-30,府勞動字第10433914800號,花旗(台灣)商業銀行股份有限公司,管國霖,32-2,1,1
2015-06-30,府勞動字第10434769400號,安聯速運有限公司,邱月霞,32-2,1,1
2015-06-30,府勞動字第10432175500號,和碩聯合科技股份有限公司,童子賢,24,1,1
2015-07-01,府勞動字第10413107900號,英姿髮廊）,林安琪,65-1,1,1
2015-07-02,府勞動字第10434777900號,衛生福利部,蔣丙煌,24,1,1
2015-07-02,府勞動字第10434775400號,萱妮髮姿店）,鄭沛鳳,22-2,1,1
2015-07-02,府勞動字第10434775300號,香港商聯寶電腦有限公司台灣分公司,王九鴻,32-2,1,1
2015-07-02,府勞動字第10434775600號,喬嵩實業有限公司,李鳳翔,23-1,1,1
2015-07-03,府勞動字第10432208100號,顯榮國際股份有限公司,許天賜,21-1,1,1
2015-07-03,府勞動字第10432238800號,潤來實業有限公司,莊錫弘,21-1,1,1
2015-07-03,府勞動字第10433420800號,柏榮美術印刷工廠有限公司,張啟諒,37,1,1
2015-07-03,府勞動字第10433565400號,台灣日山電影有限公司,王曉琦,24,1,1
2015-07-06,府勞動字第10433559900號,德翔海運股份有限公司,陳德勝,22-2,1,1
2015-07-06,府勞動字第10434787300號,,蕭育峻,22-2,1,1
2015-07-06,府勞動字第10433383100號,全方位雲端科技股份有限公司,魏懷良,22,1,1
2015-07-06,府勞動字第10401021600號,元三租車股份有限公司,陳金鐘,30-1,1,1
2015-07-06,府勞動字第10434262100號,樺利綜合企業有限公司,王有財,70,1,1
2015-07-06,府勞動字第10432184000號,品天食品事業有限公司,許紀壯,22-2,1,1
2015-07-06,府勞動字第10432190600號,奧創髮藝名店),張躍騰,36,1,1
2015-07-07,府勞動字第10432238900號,本本國際有限公司,劉睿龍,30-5,1,1
2015-07-07,府勞動字第10432202300號,台灣和民餐飲股份有限公司,島田裕之,22-2,1,1
2015-07-07,府勞動字第10432202600號,瑞安堂生技藥品有限公司,劉彥宜,24,1,1
2015-07-08,府勞動字第10433151000號,六福開發股份有限公司,莊村徹,24,1,1
2015-07-08,府勞動字第10433413500號,克麗比努爾國際有限公司,王沛晨,36,1,1
2015-07-08,府勞動字第10433370900號,貝崎股份有限公司,康美,36,1,1
2015-07-09,府勞動字第10434637500號,麗霖美髮屋),陳素妹,30-5,1,1
2015-07-09,府勞動字第10432221800號,巍昌兄弟股份有限公司,林峰立,32-2,1,1
2015-07-09,府勞動字第10434798400號,上好小客車租賃有限公司,范錦增,30-1,1,1
2015-07-09,府勞動字第10434424900號,異象醫藥公關有限公司,李靜蘭,24,1,1
2015-07-09,府勞動字第10408166400號,國立臺灣師範大學,張國恩,39,1,1
2015-07-13,府勞動字第10432217900號,宏都金殿大飯店有限公司,羅富杰,22-2,1,1
2015-07-13,府勞動字第10432217300號,寶泰通運股份有限公司,李沃耀,7-1,1,1
2015-07-13,府勞動字第10432217100號,玉液科技有限公司,黃堂修,22-2,1,1
2015-07-14,府勞動字第10433383500號,六四設計有限公司,林宗逸,36,1,1
2015-07-14,府勞動字第10433394600號,寶騰國際貿易股份有限公司,陳礎研,30-1,1,1
2015-07-14,府勞動字第10432217000號,鷹群股份有限公司,余振民,32,1,1
2015-07-14,府勞動字第10432217200號,天樂創意行銷工作室),江昱磊,7-1,1,1
2015-07-14,府勞動字第10434809300號,台北市電腦商業同業公會,杜全昌,30-5,1,1
2015-07-15,府勞動字第10434811500號,瑞陞傳播有限公司,曾禎,30-5,1,1
2015-07-15,府勞動字第10434821000號,順安愛車坊),王藝瑾,23-2,1,1
2015-07-15,府勞動字第10432221600號,蔚思品牌管理有限公司,方碩蔚,22-2,1,1
2015-07-15,府勞動字第10434431900號,福全護理之家),魏琴,30-1,1,1
2015-07-15,府勞動字第10434431800號,美信護理之家),廖月桂,22-2,1,1
2015-07-15,府勞動字第10435196700號,宗邁建築師事務所,陳邁,37,1,1
2015-07-16,府勞動字第10432226900號,美商安邁科技股份有限公司台灣分公司,曾志鴻,24,1,1
2015-07-17,府勞動字第10433567700號,連結機械股份有限公司,王正雄,9-1,1,1
2015-07-17,府勞動字第10433567600號,寶富記帳士事務所),洪麗珊,23-1,1,1
2015-07-17,府勞動字第10432234800號,合和國際股份有限公司,李麗淑,22-2,1,1
2015-07-17,府勞動字第10433404400號,台北花苑有限公司,林美曄,36,1,1
2015-07-17,府勞動字第10434825700號,南亞塑膠工業股份有限公司,吳嘉昭,32-2,1,1
2015-07-20,府勞動字第10401093600號,巨廷工程顧問股份有限公司,許勝田,70,1,1
2015-07-21,府勞動字第10432235400號,台寶實業股份有限公司,劉忠義,55-1,1,1
2015-07-21,府勞動字第10432238700號,天旅旅行社股份有限公司,黃穎臻,7-1,1,1
2015-07-21,府勞動字第10433357400號,中化生醫科技股份有限公司,王勳聖,32-2,1,1
2015-07-22,府勞動字第10434971100號,漁拓企業股份有限公司,曾木坤,35,1,1
2015-07-22,府勞動字第10401097800號,臺北市立聯合醫院,黃勝堅,24,1,1
2015-07-22,府勞動字第10434838900號,鬍鬚張股份有限公司,,36,1,1
